repository,repo_url,commit_hash,author,date,message,green_aware,patterns_matched,pattern_count,confidence,files_modified,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_nloc,total_complexity,methods_count,energy_joules
home-assistant/android,https://github.com/home-assistant/android,d1a846a5f0adeb46c49db3cd481f0921f64371d7,Justin Bassett,2020-01-23T09:35:42-05:00,"Revert ""Add Fullscreen option (#293)"" (#295)

This reverts commit 922be6f168ee7cdb1e1cbfc18b638cf688",True,,0,low,11,1,80,0.0,0.0,0.0,773,131,65,
home-assistant/android,https://github.com/home-assistant/android,497843b686001460b0f0abf2073320ac598af926,Justin Bassett,2020-01-24T14:13:52-05:00,Dependency updates and 'Ok' to 'OK' changes. (#301),False,,0,low,5,5,6,,,,448,59,39,
home-assistant/android,https://github.com/home-assistant/android,a21f0fea72771395725ee1a662e5daacfa6403da,Justin Bassett,2020-01-24T14:21:31-05:00,"Fixup the styling on the Widget configuration. (#291)

* Fixup the styling on the Widget configurati",True,,0,low,21,236,78,0.36923076923076925,1.0,0.8615384615384616,982,108,65,
home-assistant/android,https://github.com/home-assistant/android,bc03c149e14991f0fa270a37dbf0be5e6b23c33b,Neonicus,2020-01-27T01:47:51+01:00,Add Fullscreen option (#304),False,,0,low,12,83,4,1.0,0.0,1.0,853,147,74,
home-assistant/android,https://github.com/home-assistant/android,d56d64f81ff7a86d42639c1d9d8240f8783f853d,Justin Bassett,2020-01-27T00:43:08-05:00,Update translations. (#308),True,Match SLO Requirements,1,medium,11,442,49,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,154b9239294b0dc86a4042292d7bcc36a468613a,Robbie Trencheny,2020-01-29T11:04:54-08:00,"Microphone is not required (#317)

* Microphone is not required

Fixes Play Store rejection

* H",False,Use Energy Efficient Hardware,1,medium,1,1,0,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,417461d4b581edc1c735b99ff5daaff53fd4bc71,Justin Bassett,2020-01-29T19:24:34-05:00,Update Lokalise. (#318),False,,0,low,1,1,1,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,f7a63c085ae0c3c54dbb4cc38bda1e095268cfc0,Daniel Shokouhi,2020-01-29T20:57:15-08:00,Update size of text (#321),False,"Match VM Utilization Requirements, Avoid Excessive DOM Size, Enable Text Compression, Properly Sized Images",4,high,1,0,0,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,779b4ceff99f3fb43ae63b2dccabac754db58c95,Neonicus,2020-01-30T17:19:00+01:00,"Fix Fullscreen for notch (#326)

* Fix Fullscreen for notch

Test if notch or not, if notch just h",True,Resource Limits & Constraints,1,medium,2,17,7,1.0,1.0,1.0,314,50,26,
home-assistant/android,https://github.com/home-assistant/android,33ffe4a70c93eeeac4d79388eb5066ab9d15b008,Justin Bassett,2020-02-02T22:50:28-05:00,Actionable Notifications (#332),False,,0,low,22,408,205,0.0,1.0,0.43037974683544306,1640,78,45,
home-assistant/android,https://github.com/home-assistant/android,48dd9192bbed55717ed22e4bc7ff19f4e051689a,Jörg Thalheim,2020-02-04T14:31:26+00:00,implement request_location_update via push notifications (#333),False,"Choose Region Closest to Users, Avoid Chaining Critical Requests, Keep Request Counts Low, Eliminate Polling",4,high,2,20,0,0.42857142857142855,0.21428571428571427,1.0,356,48,20,
home-assistant/android,https://github.com/home-assistant/android,5113a0ed969ac16958c69939db283ed8ed532f1c,Justin Bassett,2020-02-06T22:02:41-05:00,Add support for images and actions no matter what the app is doing. (#341),True,"Defer Offscreen Images, Properly Sized Images, Serve Images in Modern Formats",3,high,4,55,17,0.0,0.0,0.6296296296296297,1283,65,27,
home-assistant/android,https://github.com/home-assistant/android,447cd635dde29a9b122428a6a370c023fa58e66a,Justin Bassett,2020-02-07T00:11:55-05:00,Lokalise Update. (#346),False,,0,low,12,164,22,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,2283042393d1309ff48f2ecb1e2ba40c48d525e2,Kevin T. Berstene,2020-02-07T20:47:26-05:00,Added dynamic auto-complete fields for widget configuration (#339),False,,0,low,20,421,92,0.5976331360946746,0.7396449704142012,0.9467455621301775,1133,147,79,
home-assistant/android,https://github.com/home-assistant/android,4deffd108a11bfd41b360f7b967d260e1a006ff1,Neonicus,2020-02-09T14:12:40+01:00,Add Authentication Dialog for iFrames (#351),False,,0,low,4,58,0,0.15789473684210525,1.0,1.0,351,52,28,
home-assistant/android,https://github.com/home-assistant/android,5a7b49a7a09e2c8ad629fd9e6c08aae4282af214,quthla,2020-02-10T14:08:01+01:00,Enable receiving broadcast to update location (#355),False,Choose Region Closest to Users,1,medium,1,2,2,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,6db3201c248af8d20ef2f3c80740f86145ebaf4f,Daniel Shokouhi,2020-02-10T13:00:09-08:00,Add note to check companion docs (#361),False,,0,low,1,1,0,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,876914a918731c05c1dca890a58087daacdcec69,Kevin T. Berstene,2020-02-10T22:13:55-05:00,Added all as an available entity_id for autocompletion (#364),False,,0,low,1,8,1,0.0,0.0,1.0,86,18,7,
home-assistant/android,https://github.com/home-assistant/android,6030aaa8fcd34b129ad420a50ba48f18e6b3cdf5,Justin Bassett,2020-02-10T22:14:16-05:00,Multiple Notification Options (#356),False,,0,low,3,195,78,0.9270833333333334,1.0,1.0,299,36,17,
home-assistant/android,https://github.com/home-assistant/android,aacb4ea605c8fd3c59d3b0550c128a47eafdc365,Justin Bassett,2020-02-10T23:49:39-05:00,Sensor Support (#336),False,,0,low,21,431,12,0.36,0.6114285714285714,1.0,1768,236,127,
home-assistant/android,https://github.com/home-assistant/android,427226bd238dfafccedd77274bf2337b44cc30a8,Justin Bassett,2020-02-11T11:36:30-05:00,Fix regression with notification actions. (#376),False,,0,low,2,23,17,0.0,1.0,1.0,294,37,17,
home-assistant/android,https://github.com/home-assistant/android,0fa443a4fa2b942f2fe5ab3c5571fa386eb87fce,Justin Bassett,2020-02-11T11:55:07-05:00,"Remove quotes from wifi ssid and add '<not connected>' (#371)

* Remove quotes from wifi ssid and ad",False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,1,7,1,0.0,0.0,1.0,64,9,4,
home-assistant/android,https://github.com/home-assistant/android,2ed6fdda52cddf517c6ef6f8ed4281fb357fa9a5,Justin Bassett,2020-02-11T11:55:26-05:00,Make sure registration is required. (#370),False,,0,low,1,5,0,0.0,1.0,1.0,95,15,7,
home-assistant/android,https://github.com/home-assistant/android,21de26d435496ae00a2bfeefdb1fe90899333968,Kevin T. Berstene,2020-02-11T20:01:27-05:00,Handle bad service json (#377),True,,0,low,1,4,4,0.0,1.0,1.0,195,22,9,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,8d3dcbcd1bb93bc0563eea5e98688d9dc4867e00,Dustyposa,2020-01-08T16:08:43+08:00,fix type UrlStr -> HttpUrl (#832),True,"Keep Request Counts Low, Right Hardware Type for AI",2,high,5,9,9,,,,68,4,4,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,08fc2a41ca6bc1fa1d0970edeaaf8e9184035895,Sebastián Ramírez,2020-01-08T19:16:57+01:00,:memo: Update release notes,False,,0,low,1,2,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,b85b2e39425c9d37d614ce89c056ed77bad7af6d,Roald Storm,2020-01-08T21:50:21+01:00,:sparkles: Add support for subtypes of main types in jsonable_encoder,False,,0,low,2,108,13,0.9024390243902439,0.9024390243902439,0.9024390243902439,189,44,9,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,b6ea9ea2cadcade9ee0428a08cf394df58b9d5da,Sebastián Ramírez,2020-01-08T21:53:14+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,9f9ed7a6bddde4b434638fefa26a09917cdae349,Xucong ZHAN,2020-01-08T15:58:33-05:00,:pencil: Add four JP articles to external links (#783),False,,0,low,1,8,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,462e24e8647555082bb27f5c3d92380b101f8b01,Sebastián Ramírez,2020-01-08T22:00:44+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,4151616681511a7e7425b9927c27bde3c66a1d8b,Ken Kinder,2020-01-08T16:01:22-05:00,:pencil2: Fix typos (#784),False,,0,low,0,0,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,7b31e527667b016f9aa525262d778fdba453c454,Sebastián Ramírez,2020-01-08T22:02:32+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,cb1410426e11886825fece1cdc10a781bbfd57b2,James Kaplan,2020-01-08T13:22:14-08:00,:bug: Fix callback handling in sub-routers (#792),True,,0,low,4,235,5,0.9411764705882353,0.9411764705882353,0.9411764705882353,1147,134,31,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,fd5ba77b8322f1599bad8cbcf72887bbbb75ed60,Sebastián Ramírez,2020-01-08T22:23:54+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,cad6a6e0c1ffa9bb1720f4fb4a627da94f463c98,Christoph Deil,2020-01-08T22:34:14+01:00,:memo: Highlight all new lines in docs example upgrade (#795),False,,0,low,2,2,4,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,a0c8f93231e51b3f58ba3fb2bbc1e52b0874eb8f,Sebastián Ramírez,2020-01-08T22:35:33+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,91fe90e8e67c3cc0951e3f16704a7c96385960ac,Jesse P. Johnson,2020-01-08T16:47:19-05:00,:sparkles: Implement OAuth2 authorization_code integration (#797),True,gRPC for Service Communication,1,medium,3,115,0,0.6078431372549019,1.0,0.6078431372549019,203,26,14,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,13da029dca4035a6d31f6af1f8b900c52b7047a9,Sebastián Ramírez,2020-01-08T22:51:55+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,d0ab9095449e2a99aacd31c370a6fb314434dc5a,wxq0309,2020-01-09T06:01:58+08:00,:pencil: Add link to Chinese FastAPI posts (#810),True,,0,low,1,2,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,6a2007825932c1712ef920509bc10eb92e7ee01d,Sebastián Ramírez,2020-01-08T23:03:08+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,7b3319ddabad1006468db7a7b864660b163718a8,Sebastián Ramírez,2020-01-08T23:25:29+01:00,:pencil2: Tweak typos and configs (#837),False,,0,low,7,51,32,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,aa28784f6b7b2e3609eb929d093e279602d5846a,Sebastián Ramírez,2020-01-08T23:26:15+01:00,:memo: Update release notes,False,,0,low,1,1,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,a9673f145a6bf0f87ec5f934e6337984d619bd96,Sebastián Ramírez,2020-01-08T23:28:03+01:00,:bookmark: Release version 0.46.0,False,,0,low,2,3,1,,,,17,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,ba9c9a3f78f5ed229e16b64a9100c7e54cbe67a8,Zachary Wasserman,2020-01-12T11:38:39-08:00,:lock: Update HTTP Basic Auth docs fixing timing attacks (#807),False,Keep Request Counts Low,1,medium,2,73,3,1.0,1.0,1.0,19,4,2,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,3eca945bd17600a0be6eae1d8fd93ba8f9805006,Sebastián Ramírez,2020-01-12T20:43:46+01:00,:memo: Udpate release notes,False,,0,low,1,2,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,e5d78788563cedf4fd03222800f6b7056507e6ba,Sebastián Ramírez,2020-01-17T09:51:03+01:00,":heavy_minus_sign: Use venv with Flit for local development, instead of requiring Flit and Pipenv (#",False,Minimize Deployed Environments,1,medium,5,104,78,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,3f53deebc949ee9d4aaa9eae7e195f9f2cfc5598,Sebastián Ramírez,2020-01-17T09:59:38+01:00,:bug: Fix Peewee contextvars handling in docs (#879),False,Enable Text Compression,1,medium,3,160,23,1.0,1.0,1.0,77,15,11,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,180b842a1e24f86f214e416aa1e8d409f6bcaa28,Sebastián Ramírez,2020-01-17T10:46:44+01:00,":memo: Add external links, dynamic GitHub topic projects, and formatting (#850)",False,"Serve Images in Modern Formats, Efficient Format for Model Training",2,high,4,109,30,1.0,1.0,1.0,35,7,4,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,5db99a27cf640864b4793807811848698c5ff4a2,Aviram Hassan,2020-01-17T13:37:44+02:00,:sparkles: add body to RequestValidationError for easier debugging (#853),False,"Avoid Chaining Critical Requests, Keep Request Counts Low",2,high,8,241,60,1.0,1.0,0.8,1197,145,39,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,874d24181e779ebc6e1c52afb7d6598f863fd6a8,Nik,2020-01-17T14:45:55+03:00,":bug: Fix validating form params declared with classes (list, tuple, set, etc) (#856)",False,Eliminate Polling,1,medium,2,49,3,1.0,1.0,1.0,749,146,27,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,174e7b1730c6b21eb015a8b8ff3e56e018bc0de3,Pavel Isaev,2020-01-17T13:49:54+02:00,:lock: Check both username and password in security tutorial (#865),True,"Scan for Vulnerabilities, Use Cloud Native Security Tools",2,high,1,1,1,,,,19,4,2,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,a41a7296826a32bf03819bbc6149a3037a3da0bb,Sebastián Ramírez,2020-01-17T16:24:05+01:00,":art: Tweak external links, Markdown format, typos (#881)",False,"Scale Down Unused Applications, Serve Images in Modern Formats, Efficient Format for Model Training",3,high,60,341,418,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,22982287ff5e8434fdaffcf118d56eb084f2490c,Sebastián Ramírez,2020-01-18T16:21:54+01:00,":memo: Refactor docs, ""Tutorial - User Guide"" and ""Advanced User Guide"" (#887)",True,,0,low,78,340,292,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,bd581c5337dfb33b6670f84dddb7ab4f2139b123,Sebastián Ramírez,2020-01-18T17:14:03+01:00,:memo: Update release notes,False,,0,low,1,15,7,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,3a5158a784d7baaf370dff700913ab559e361213,Sebastián Ramírez,2020-01-18T17:14:59+01:00,:bookmark: Release version 0.47.0,False,,0,low,2,3,1,,,,17,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,7cea84b74ca3106a7f861b774e9d215e5228728f,Sebastián Ramírez,2020-01-18T17:32:57+01:00,:bug: Fix FastAPI serialization of Pydantic ORM mode blocking the event loop (#888),True,"Scale Kubernetes Workloads Based on Events, Efficient Serialization",2,high,1,10,3,0.0,0.0,0.14285714285714285,944,128,24,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,75a07f24bf01a31225ee687f3e2b3fc1981b67ab,Sebastián Ramírez,2020-01-18T18:03:51+01:00,:lock: Fix clone field implementation to handle sub-models in response_model (#889),True,Energy Efficient Models,1,medium,2,92,1,1.0,1.0,1.0,211,32,11,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,3b40c557ce65843e68889b6c43b302e8707ad659,Sebastián Ramírez,2020-01-18T18:06:20+01:00,:memo: Update release notes,False,,0,low,1,3,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,a0858983096cad68c1de7d67085b547354990791,Sebastián Ramírez,2020-01-18T18:06:47+01:00,:bookmark: Release version 0.47.1,False,,0,low,2,3,1,,,,17,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,b307d388976de6d4b804704b7429e0b34843a463,Sebastián Ramírez,2020-01-18T19:07:42+01:00,":recycle: Update default API title from ""Fast API"" to ""FastAPI"" for consistency (#890)",True,,0,low,110,111,111,,,,13168,545,449,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,55afb70b3717969565499f5dcaef54b1f0acc7da,Sebastián Ramírez,2020-01-18T19:08:24+01:00,:memo: Update release notes,False,,0,low,1,2,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,4f964939a15d3fbd9ecec7607a5f43b0b4a2c288,linchiwei123,2020-02-04T10:27:10+08:00,:bug: Fix middleware docs link (#893),False,,0,low,1,1,2,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,70bdade23b25baa17eb6ebdf3b0fdcfcbf7984ad,Andy Smith,2020-02-03T22:03:51-05:00,:bug: Fix Pydantic field clone logic with validators (#899),False,,0,low,2,72,13,1.0,1.0,0.6363636363636364,267,35,13,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,68723d529148657fb5568998a96eca239901928a,Timothée Mazzucotelli,2020-02-04T04:17:20+01:00,:memo: Add note about Body parameters without Pydantic (#900),False,,0,low,1,4,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,27fb2b358c91205c5d238b8191404cada498b206,Ben,2020-02-04T04:25:52+01:00,:memo: Add article to external links (#901),False,,0,low,1,2,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,a448bd63bd6d0f6c512cdede6b38fd9b675939e0,李冬冬,2020-02-04T11:37:47+08:00,:bug: Allow Any type for enums in OpenAPI (#906),False,,0,low,1,1,1,,,,257,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,d8451f75a4f06f9c6bbbaa69c9bd734528685b1f,adursun,2020-02-04T06:57:18+03:00,:pencil2: Fix typo (#916),False,,0,low,1,1,1,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,c425509d57a47a6d31ca8b0357ea6a68d830065b,David Montague,2020-02-03T20:01:59-08:00,:bug: Fix body parsing (#918),False,,0,low,2,40,13,1.0,1.0,1.0,909,144,24,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,e6da96fbb77595aa7227af3ab5e55dc445ba84ad,Maciej Marzęta,2020-02-04T05:04:32+01:00,:pencil2: Fix typos (#920),False,,0,low,2,2,2,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,44b45caf65abacdafc2872dfca9059bfdffdd219,raphaelauv,2020-02-04T05:14:07+01:00,:memo: Update Sanic description as it is now ASGI too :tada: (#932),False,,0,low,1,1,1,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,1fd1e8733afb6a9ba1aa9d5b72d203b792742b5f,नवुले पवन कुमार राव,2020-02-04T09:43:00+05:18,:memo: Add link: Create and Deploy FastAPI app to Heroku (#942),True,,0,low,1,2,0,,,,0,0,0,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,636ce6b3f730f9738c4584659b778263fd914e70,Sebastián Ramírez,2020-02-04T05:28:19+01:00,":memo: Update Peewee docs, simplify with double dependency with yield (#947)",False,,0,low,2,54,71,0.0,0.0,0.0,58,12,8,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,2e0a10256584bbdf727d552ccdef66f54e66332a,Sebastián Ramírez,2020-02-04T05:31:01+01:00,:mute: Log email-validator not installed only when used (#946),False,,0,low,1,12,6,1.0,1.0,1.0,262,2,2,
tiangolo/fastapi,https://github.com/tiangolo/fastapi,957313063076e345771eb24e98cbdc9fc2f1f641,Sebastián Ramírez,2020-02-04T05:41:42+01:00,":white_check_mark: Lint first in tests, to error out faster (#948)",True,,0,low,1,2,3,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,1c12ca0ee88e0daa0d0ef01273be9afa763d6c65,dependabot-preview[bot],2020-01-02T02:14:59+00:00,"Bump junit from 4.12 to 4.13

Bumps [junit](https://github.com/junit-team/junit4) from 4.12 to 4.13.",False,"Keep Request Counts Low, Database Views & Materialized Views",2,high,1,1,1,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,7b6e1b73b4e5593c72573e48afc7cb0ff24d6255,Nextcloud bot,2020-01-02T04:18:21+00:00,[tx-robot] updated from transifex,False,,0,low,1,1,1,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,4e91c23bb5f42ce65d11574961f52c2d1ad198e0,Fabian Bettag,2020-01-02T17:51:14+01:00,"Add check to make sure cursor is initialized

Fixes #4702
Fixes #4919

Signed-off-by: Fabian <fabian",False,,0,low,1,1,1,,0.0,,426,60,28,
nextcloud/android,https://github.com/nextcloud/android,6d76582b3ec40ff97d09f9e3d8b5302885704b95,Nextcloud bot,2020-01-03T04:17:57+00:00,[tx-robot] updated from transifex,False,,0,low,2,2,2,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,80d7d26cdc32eb9803bc6ebc6e7b218b979562e7,Nextcloud bot,2020-01-04T04:21:28+00:00,[tx-robot] updated from transifex,False,,0,low,1,47,47,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,22ab16ef472fead57bd05ef9b12dffeb861c15a0,Nextcloud bot,2020-01-05T04:33:10+00:00,[tx-robot] updated from transifex,False,,0,low,1,2,2,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,cd0f834a9f1f9c40dc503ca32adced73ffe446c1,Nextcloud bot,2020-01-06T04:20:28+00:00,[tx-robot] updated from transifex,False,,0,low,2,13,12,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,5f70ea643ec9cd61436b873d863cb317b1f4172e,Andy Scherzinger,2019-12-19T14:54:06+01:00,"Make hyperlinks clickable in markdown previews

Resolves: #5030

Signed-off-by: Andy Scherzinger <in",False,"Scale Down Unused Applications, Database Views & Materialized Views",2,high,2,24,3,0.8666666666666667,1.0,0.8,179,23,11,
nextcloud/android,https://github.com/nextcloud/android,a15f7248ffd4ee6ed7ba18153b328a3f2ac2c029,Andy Scherzinger,2019-12-19T14:54:06+01:00,"Make hyperlinks clickable in markdown previews

Resolves: #5030

Signed-off-by: Andy Scherzinger <in",False,"Scale Down Unused Applications, Database Views & Materialized Views",2,high,1,3,0,,,,182,23,11,
nextcloud/android,https://github.com/nextcloud/android,154b9af5331dacdf2c0cccc470e1514da2b98dfb,tobiasKaminsky,2020-01-06T10:10:28+01:00,"adjusted to master

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,,0,low,6,78,70,1.0,1.0,0.25,3636,763,198,
nextcloud/android,https://github.com/nextcloud/android,a680697529530c39f7d86cddad0c7c2bdf85b82f,tobiasKaminsky,2020-01-06T12:00:30+01:00,"Removed unneeded try/catch

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,1,2,8,0.0,0.0,0.0,182,25,12,
nextcloud/android,https://github.com/nextcloud/android,5fce6caea406ee36e6c9512152cffddb6edaeb2a,tobiasKaminsky,2020-01-06T12:00:47+01:00,"Removed unneeded try/catch

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,2,1,3,,,,129,0,0,
nextcloud/android,https://github.com/nextcloud/android,b675942f1e34bc742f40f7938364156c2ba73b4e,Tobias Kaminsky,2020-01-06T15:16:38+01:00,small typo,False,,0,low,1,1,1,,,,1052,207,62,
nextcloud/android,https://github.com/nextcloud/android,051423cf219306ae4ef29cf963893fbf7e43f6ab,tobiasKaminsky,2020-01-06T15:48:12+01:00,"remove support for NC12

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,6,8,23,0.1111111111111111,0.0,0.0,4107,795,249,
nextcloud/android,https://github.com/nextcloud/android,36294785cf97097b1429c1e9f074bc833757d77d,Tobias Kaminsky,2020-01-07T03:40:25+01:00,"daily dev 20200107

f690417d3 Merge pull request #5102 from nextcloud/removeNC12
051423cf2 remove su",True,"Compress Stored Data, Delete Unused Storage Resources, Minimize Deployed Environments, Optimize Storage Resource Utilization, Remove Unused Assets, Scale Down Unused Applications, Use Cloud Native Security Tools, Avoid Chaining Critical Requests, Keep Request Counts Low, Database Views & Materialized Views",10,high,2,33,2,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,59585d0f5b8f013a7836c2bc5cf958108cea2bc2,tobiasKaminsky,2019-11-01T12:09:08+01:00,"Direct editing support
- abstract EditorWebView
- support direct editing endpoint
Create new files v",False,Database Views & Materialized Views,1,medium,30,1097,341,0.5625,1.0,0.819078947368421,8419,1574,447,
nextcloud/android,https://github.com/nextcloud/android,74f8a723b82e76afaaf46aab9ffa69f8eab8c924,tobiasKaminsky,2020-01-07T07:43:54+01:00,"fixes from CI

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,,0,low,4,3,5,1.0,1.0,0.0,1338,293,88,
nextcloud/android,https://github.com/nextcloud/android,9c927629376a0194c97e3f2008a1ab4fe3c7c667,tobiasKaminsky,2020-01-07T09:28:24+01:00,"Fix white header with dark mode

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,,0,low,4,18,10,0.0,1.0,1.0,2488,490,168,
nextcloud/android,https://github.com/nextcloud/android,57b0d425b6efe68e84430f20521c71f150d54e25,tobiasKaminsky,2020-01-07T10:12:34+01:00,"Fix text in option menu within image preview

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",True,"Defer Offscreen Images, Enable Text Compression, Properly Sized Images, Serve Images in Modern Formats, Database Views & Materialized Views",5,high,1,19,2,1.0,1.0,1.0,594,118,32,
nextcloud/android,https://github.com/nextcloud/android,9556a69204d171ec8ed5e6c4281788b6cd5800eb,tobiasKaminsky,2020-01-07T11:57:10+01:00,"Better handling of parsing enum

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,,0,low,2,17,2,1.0,1.0,1.0,99,9,2,
nextcloud/android,https://github.com/nextcloud/android,248fe1a44105f20229ed046c465b2bc88029609c,Tobias Kaminsky,2020-01-08T03:37:17+01:00,"daily dev 20200108

de46f83dd Merge pull request #5108 from nextcloud/whiteOptionMenu
57b0d425b Fix ",True,"Minimize Deployed Environments, Use Cloud Native Security Tools, Avoid Chaining Critical Requests, Defer Offscreen Images, Enable Text Compression, Keep Request Counts Low, Properly Sized Images, Serve Images in Modern Formats, Database Views & Materialized Views",9,high,2,7,2,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,3011097be802262c5bd09247cfe879baa969d64d,Nextcloud bot,2020-01-08T04:20:34+00:00,[tx-robot] updated from transifex,False,,0,low,1,418,0,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,62aaed7f3c986d8f0d7ff84c6dd11890e5b17baf,tobiasKaminsky,2020-01-08T08:35:02+01:00,"bump to 3.11 alpha

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",False,,0,low,1,1,1,,,,0,0,0,
nextcloud/android,https://github.com/nextcloud/android,1ec8b067f09e1000136ac05b401be9111558727c,tobiasKaminsky,2020-01-08T08:25:30+01:00,"- fix not clickable rich workspace area
- fix crash on first loading

Signed-off-by: tobiasKaminsky ",True,Scale Infrastructure with User Load,1,medium,4,16,7,0.0,0.0,0.0,1244,250,71,
nextcloud/android,https://github.com/nextcloud/android,ee6e7ce5bfe5e74d274b5d35c3af7a918949e5c4,tobiasKaminsky,2020-01-08T09:38:23+01:00,"fix fastlane RC

Signed-off-by: tobiasKaminsky <tobias@kaminsky.me>",True,,0,low,1,3,3,,,,0,0,0,
